Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__H-11.png,M06__H-11_1_2865,,Tissue,Polygon,2389.8,5070.2,0.9039,230.8094,56.1925,0.9186,1.0,21.4663,14.0865,0.4781,0.4331,0.0835,1.3077,0.2359,0.1813,0.1029,-0.0018,1.2675,0.2037,4,23.9897,22.8221,27.8042,22.5103,268.3905,299.9724,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99317753,Lymphocyte
M06__H-11.png,M06__H-11_1_2944,,Tissue,Polygon,1509.6,435.28,0.9008,544.424,92.6132,0.7976,0.9975,38.1358,17.8325,0.4955,0.4915,0.1032,0.8372,0.1802,1.0188,0.967,0.362,2.0198,0.3696,7,78.7808,71.0383,107.9054,52.1213,2014.6335,3700.4741,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.72663987,Others
M06__H-11.png,M06__H-11_1_1420,,Tissue,Polygon,2699.7,4935.1,0.8939,265.715,58.8718,0.9634,1.0,20.6285,16.2984,0.3562,0.3643,0.0555,0.7148,0.1119,0.1339,0.1245,0.0042,0.2739,0.0583,4,26.7414,26.9165,32.4496,20.6832,344.6607,464.2443,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.97366434,Lymphocyte
M06__H-11.png,M06__H-11_1_5335,,Tissue,Polygon,2233.9,4996.0,0.8914,428.459,74.4141,0.9723,1.0,25.4936,21.8273,0.227,0.232,0.0447,0.4197,0.0701,0.0839,0.0823,-0.0246,0.3252,0.052,5,34.9039,35.5846,44.175,25.7988,549.3701,922.7145,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.96893734,Lymphocyte
M06__H-11.png,M06__H-11_1_5253,,Tissue,Polygon,3672.8,4154.9,0.8905,211.5524,52.9336,0.9488,1.0,18.6294,15.1875,0.3783,0.3512,0.0569,1.114,0.1774,0.2056,0.1979,0.0371,0.4887,0.0677,5,48.1186,55.6424,68.1041,28.2451,946.7843,1558.4176,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.93844825,Lymphocyte
M06__H-11.png,M06__H-11_1_2920,,Tissue,Polygon,2237.7,5119.0,0.8881,240.7776,57.0069,0.931,1.0,21.2825,15.1748,0.3416,0.3164,0.0463,0.9068,0.1372,0.1377,0.1017,0.0111,0.5505,0.1026,4,35.9534,31.4538,58.3314,22.5747,524.3844,870.826,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9938618,Lymphocyte
M06__H-11.png,M06__H-11_1_2054,,Tissue,Polygon,1872.4,2240.2,0.888,169.9411,47.3217,0.9536,1.0,16.5973,13.7413,0.4171,0.4121,0.0254,0.8325,0.1849,0.3083,0.2829,0.0057,1.6641,0.1817,6,72.4967,75.8911,119.9418,21.5964,2392.3391,6174.5332,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.6773683,Others
M06__H-11.png,M06__H-11_1_5160,,Tissue,Polygon,2720.3,4936.5,0.8874,228.8471,54.3855,0.9723,1.0,18.3413,15.9627,0.266,0.2547,0.0536,0.562,0.084,0.0856,0.0837,-0.0082,0.206,0.0428,6,29.422,30.9046,34.3779,20.6832,363.8182,508.1955,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99873954,Lymphocyte
M06__H-11.png,M06__H-11_1_3790,,Tissue,Polygon,1766.1,708.35,0.8849,232.9097,54.6678,0.9793,1.0,18.2842,16.2956,0.4451,0.4663,0.1223,0.6659,0.1245,0.9007,0.8787,0.3981,1.8546,0.2761,6,54.7943,53.5342,70.765,41.2479,1024.839,1249.2104,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.42631054,Others
M06__H-11.png,M06__H-11_1_1683,,Tissue,Polygon,396.08,1419.2,0.8814,327.9567,65.7611,0.953,1.0,22.5426,19.3112,0.3494,0.3653,0.0787,0.5586,0.0947,0.2673,0.2687,0.0778,0.4196,0.0548,6,57.8341,58.2513,75.2532,36.556,1178.5348,1587.8035,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.3304964,Others
M06__H-11.png,M06__H-11_1_4039,,Tissue,Polygon,1257.2,4780.4,0.8813,286.3883,61.7044,0.9452,1.0,22.7178,17.0701,0.2931,0.2911,0.0793,0.5116,0.0942,0.1361,0.1386,0.0378,0.223,0.0379,5,65.5549,63.6269,83.8221,43.6935,1647.5884,2440.0193,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.47124746,Others
M06__H-11.png,M06__H-11_1_5305,,Tissue,Polygon,2369.0,2112.2,0.8806,288.1921,61.7586,0.9495,1.0,21.3242,17.6178,0.3225,0.3389,0.024,0.6313,0.1122,0.1628,0.1424,-0.0021,0.5573,0.0981,5,66.0585,61.0588,119.4543,21.5499,1923.5439,3586.3035,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.45194036,Others
M06__H-11.png,M06__H-11_1_2338,,Tissue,Polygon,3927.6,1405.2,0.88,334.1534,66.7658,0.942,1.0,24.74,17.5086,0.2412,0.2272,0.0222,0.5772,0.0961,0.172,0.1716,0.0593,0.283,0.0412,7,84.9668,93.5123,115.3415,33.183,2706.7908,5614.0156,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.51283777,Others
M06__H-11.png,M06__H-11_1_1830,,Tissue,Polygon,2272.9,5390.7,0.8797,229.5751,54.7127,0.9637,1.0,19.3992,15.2559,0.4184,0.4114,-0.0147,1.0818,0.1791,0.1308,0.1259,-0.018,0.3715,0.0562,3,27.7703,21.8308,40.3486,21.1317,292.9953,332.2674,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9827414,Lymphocyte
M06__H-11.png,M06__H-11_1_5492,,Tissue,Polygon,2798.2,4851.6,0.879,188.5437,49.3366,0.9734,1.0,16.3073,15.0307,0.5604,0.5678,0.0987,1.1234,0.1925,0.233,0.2247,0.0062,0.7138,0.1163,7,31.9073,35.1674,41.2657,13.5717,374.4277,583.6991,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.6459172,Others
M06__H-11.png,M06__H-11_1_4073,,Tissue,Polygon,2371.0,4886.1,0.8789,190.3839,49.3675,0.9817,1.0,16.4476,14.933,0.3816,0.369,0.068,0.8544,0.1594,0.1563,0.1366,0.0172,0.5212,0.0879,5,57.3678,42.7348,84.1923,39.6845,1282.1279,2002.7128,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.998754,Lymphocyte
M06__H-11.png,M06__H-11_1_5450,,Tissue,Polygon,2597.9,4839.2,0.8781,154.584,45.4222,0.9415,1.0,16.4949,11.9013,0.4663,0.4551,0.1028,0.8704,0.1644,0.1657,0.1128,0.0034,0.8984,0.1564,6,41.2335,45.2773,48.1711,19.2647,739.5289,1084.3971,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99134177,Lymphocyte
M06__H-11.png,M06__H-11_1_4346,,Tissue,Polygon,3406.9,3908.8,0.8779,180.1722,48.5764,0.9595,1.0,17.0462,13.1566,0.4344,0.4544,0.022,1.0306,0.1802,0.3147,0.3004,0.0821,0.9375,0.1262,8,144.6017,148.1954,176.5859,83.8334,6499.5005,12538.5186,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.58451706,Others
M06__H-11.png,M06__H-11_1_4484,,Tissue,Polygon,1211.4,1335.6,0.8779,174.2583,48.4939,0.9312,1.0,17.4035,13.1759,0.3999,0.4084,0.053,0.843,0.1366,0.2568,0.2406,0.0251,0.6589,0.1023,9,73.8196,79.4893,128.7588,22.8373,1762.0983,4037.4299,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9970682,Lymphocyte
M06__H-11.png,M06__H-11_1_1213,,Tissue,Polygon,2649.0,5246.8,0.8778,212.8023,52.5349,0.9689,1.0,17.6552,15.921,0.6382,0.6149,0.1396,1.7466,0.2336,0.1916,0.18,-0.0181,0.9616,0.1154,10,50.1988,50.3172,74.1006,23.4408,711.1982,1294.5377,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.95541614,Lymphocyte
M06__H-11.png,M06__H-11_1_3058,,Tissue,Polygon,2306.4,5424.3,0.8774,180.9128,48.589,0.9629,1.0,17.1222,13.7882,0.6628,0.6121,0.0688,2.1457,0.3539,0.1792,0.1451,-0.1977,1.3522,0.1827,4,34.3816,27.192,60.1306,23.0116,478.9703,774.6127,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9748437,Lymphocyte
M06__H-11.png,M06__H-11_1_1618,,Tissue,Polygon,1239.5,1250.0,0.8772,118.2269,39.2994,0.962,1.0,13.0815,11.7094,0.4071,0.4296,0.0604,0.6062,0.1346,0.2236,0.2113,0.0739,0.4213,0.0696,9,77.814,80.7212,113.5205,44.0538,1579.1047,3869.2468,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9710169,Lymphocyte
M06__H-11.png,M06__H-11_1_3811,,Tissue,Polygon,2828.0,5277.3,0.8766,221.943,53.2353,0.9841,1.0,17.5703,16.3346,0.4616,0.4378,0.0998,1.0519,0.1615,0.186,0.1727,0.0224,0.5006,0.0747,6,33.5813,27.716,59.0509,19.3438,433.3616,1001.5436,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9905088,Lymphocyte
M06__H-11.png,M06__H-11_1_2185,,Tissue,Polygon,2752.6,4735.3,0.8762,177.2024,48.5038,0.9465,1.0,17.1987,13.424,0.4663,0.4882,0.1458,0.692,0.1097,0.1436,0.1405,0.0149,0.2796,0.0574,5,27.2398,32.0137,34.5284,17.6389,291.5303,421.2126,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99929893,Lymphocyte
M06__H-11.png,M06__H-11_1_1358,,Tissue,Polygon,2366.9,5146.9,0.8748,133.2713,41.6837,0.9639,1.0,14.207,12.0176,0.5553,0.5398,0.1745,0.924,0.1361,0.2771,0.2313,-0.0357,0.882,0.1847,7,40.1163,38.9094,61.6289,18.9828,613.5129,1458.1411,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.98967427,Lymphocyte
M06__H-11.png,M06__H-11_1_4712,,Tissue,Polygon,2620.1,3601.9,0.8738,175.3848,47.9156,0.96,1.0,16.9207,13.5182,0.3429,0.3271,0.0812,1.1348,0.1368,0.1884,0.1642,0.0605,1.4683,0.1286,5,51.9734,56.4109,69.2529,34.8289,1263.7848,1935.8073,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9979365,Lymphocyte
M06__H-11.png,M06__H-11_1_3033,,Tissue,Polygon,4655.5,2131.2,0.8738,232.8974,54.6352,0.9805,1.0,18.2125,16.8087,0.1503,0.1476,-0.0034,0.2914,0.0465,0.279,0.2807,0.1514,0.4668,0.0641,5,39.1099,41.0451,59.9736,21.6828,652.9354,1265.8665,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9209126,Lymphocyte
M06__H-11.png,M06__H-11_1_3996,,Tissue,Polygon,4079.6,1963.4,0.8737,203.5922,51.9394,0.9484,1.0,18.6778,14.5515,0.4433,0.4213,0.1237,0.8551,0.1717,0.3729,0.3129,0.1083,1.4608,0.2159,7,81.6166,82.4637,112.9735,43.6741,2532.7227,4195.7358,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9214814,Lymphocyte
M06__H-11.png,M06__H-11_1_1273,,Tissue,Polygon,2799.7,4984.3,0.8737,165.1096,46.3272,0.9667,1.0,15.9302,13.2206,0.5016,0.5267,0.0638,0.873,0.1605,0.1969,0.1952,0.0424,0.3883,0.0614,8,68.937,65.0692,112.7043,22.3195,1650.9219,4543.6479,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.8093681,Lymphocyte
M06__H-11.png,M06__H-11_1_3514,,Tissue,Polygon,2196.8,621.68,0.8734,327.9336,67.9469,0.8926,0.9931,25.163,17.6467,0.5265,0.5152,0.17,0.8369,0.1443,0.9194,0.886,0.4058,1.9661,0.2592,7,49.2318,51.9915,61.4044,33.5586,898.5643,1524.0723,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.68138885,Others
M06__H-11.png,M06__H-11_1_5714,,Tissue,Polygon,3511.1,3614.5,0.8733,256.1606,58.7768,0.9318,1.0,21.7601,14.9681,0.4049,0.4116,0.0546,0.7795,0.1288,0.2885,0.2837,0.0264,0.817,0.1118,7,129.883,112.3818,248.3044,58.1068,6245.4038,17779.332,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9505925,Lymphocyte
M06__H-11.png,M06__H-11_1_3491,,Tissue,Polygon,501.23,1726.9,0.873,304.7414,67.6864,0.8359,0.9936,26.1101,14.8328,0.252,0.2553,0.0533,0.3895,0.0577,0.2114,0.2106,0.0835,0.3594,0.0384,6,60.247,59.3991,80.2302,36.8879,1291.54,2136.6628,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.6078216,Others
M06__H-11.png,M06__H-11_1_4947,,Tissue,Polygon,2781.2,4694.1,0.8727,200.633,51.1672,0.963,1.0,17.8872,14.5711,0.4487,0.4376,0.1391,0.8537,0.1373,0.2194,0.2073,0.0098,0.4761,0.0929,5,26.9906,29.4483,30.7725,21.0869,334.0626,450.5274,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9992243,Lymphocyte
M06__H-11.png,M06__H-11_1_1262,,Tissue,Polygon,3257.7,2751.1,0.8719,223.3537,53.5697,0.9781,1.0,18.0399,15.9399,0.5727,0.6033,0.0166,1.1389,0.2367,0.3842,0.3329,0.0104,1.6333,0.2479,7,71.9852,64.5299,126.2132,45.9395,1835.0763,4310.6538,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9804724,Lymphocyte
M06__H-11.png,M06__H-11_1_3636,,Tissue,Polygon,2316.3,5477.1,0.8717,249.5825,57.6246,0.9445,1.0,20.9306,15.1374,0.4079,0.3913,0.024,0.9004,0.1566,0.1414,0.1363,-0.0073,0.5015,0.0958,5,33.5844,26.2722,49.7518,24.2864,422.3601,588.9388,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9617142,Lymphocyte
M06__H-11.png,M06__H-11_1_2128,,Tissue,Polygon,919.67,3808.4,0.8715,187.5667,50.2369,0.9339,1.0,17.7704,13.7944,0.5342,0.5176,0.1168,1.0995,0.2057,0.2049,0.1883,-0.0077,0.5565,0.1079,5,64.11,72.8681,87.086,36.4484,1707.3325,2931.4194,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99995756,Lymphocyte
M06__H-11.png,M06__H-11_1_1652,,Tissue,Polygon,1554.4,4080.5,0.8713,143.0443,44.0081,0.9281,1.0,16.5485,11.0753,0.3304,0.3537,0.0069,0.5906,0.1296,0.2589,0.2577,0.0799,0.4734,0.087,10,127.9322,148.2183,185.6782,40.3622,4749.1377,8565.126,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.8075854,Lymphocyte
M06__H-11.png,M06__H-11_1_2118,,Tissue,Polygon,2961.4,5029.7,0.8711,206.4051,52.7438,0.9324,1.0,19.4895,13.7522,0.3998,0.3753,0.0401,1.0087,0.1624,0.1831,0.1642,0.0069,0.4886,0.081,6,33.2534,28.6332,57.2007,21.7441,433.3617,1078.9906,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.99218035,Lymphocyte
M06__H-11.png,M06__H-11_1_2402,,Tissue,Polygon,1938.3,5394.6,0.871,162.2469,46.1497,0.9573,1.0,16.2183,12.8092,0.6071,0.6549,0.1348,1.1051,0.2318,0.3024,0.2086,-0.0192,1.5521,0.3101,7,75.5122,64.9078,151.301,31.9999,2254.9673,6843.1514,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.9874779,Lymphocyte
M06__H-11.png,M06__H-11_1_429,,Tissue,Polygon,3645.4,4161.7,0.8709,155.7267,45.6214,0.9402,1.0,15.9302,13.3407,0.3746,0.3655,0.0473,0.6476,0.1232,0.2432,0.219,0.1101,0.9865,0.1009,5,47.5041,53.0157,58.7193,28.2451,834.1301,1644.3627,0.6655,181.4171,51.0761,0.8111,0.9735,19.8009,11.4083,0.2631,0.2537,0.0674,0.5491,0.0993,0.2233,0.2138,0.0611,0.5165,0.0853,5.9884,66.6282,63.6012,112.5222,29.144,1871.0891,4418.8501,5873,0.77572006,Lymphocyte
