Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__F-3.png,M06__F-3_1_1706,,Tissue,Polygon,2040.7,5472.6,0.9146,276.8454,63.4008,0.8655,0.9941,25.0105,14.7327,0.3198,0.1768,-0.0127,1.7808,0.3938,0.1744,0.0905,-0.0063,1.4532,0.2871,7,41.8573,45.658,82.3194,14.1162,320.7423,556.5848,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.6736472,Others
M06__F-3.png,M06__F-3_1_2024,,Tissue,Polygon,1193.3,4664.3,0.9005,677.6366,97.2321,0.9007,1.0,37.9964,23.1131,0.1634,0.1667,-0.0306,0.3491,0.0715,0.38,0.3846,0.0274,0.8136,0.1363,5,34.3085,34.1802,42.6809,24.6046,439.7469,803.509,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.9987293,Tumor
M06__F-3.png,M06__F-3_1_2666,,Tissue,Polygon,4121.6,1900.5,0.898,229.17,54.8338,0.9578,1.0,18.6867,16.48,1.2054,0.7514,0.0004,4.0186,1.1856,0.0607,0.0932,-1.6611,1.4765,0.4756,10,137.1165,140.7779,200.2047,40.7683,4008.5686,9162.7119,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.97922087,Lymphocyte
M06__F-3.png,M06__F-3_1_3681,,Tissue,Polygon,5017.7,787.22,0.8972,152.6764,45.1707,0.9403,1.0,16.4052,12.3587,0.5818,0.5414,0.1565,1.3259,0.2176,0.4437,0.3536,0.0819,1.6983,0.2798,6,78.0462,33.6426,185.3866,14.1703,1280.5017,3045.4973,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.8428257,Lymphocyte
M06__F-3.png,M06__F-3_1_2793,,Tissue,Polygon,3461.0,375.7,0.8905,104.426,37.1757,0.9495,1.0,13.2044,10.1397,0.3493,0.3525,0.1207,0.6472,0.1057,0.1182,0.1036,0.0223,0.344,0.0604,5,23.4821,21.5371,39.9702,13.0622,224.0866,494.1977,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.9168745,Lymphocyte
M06__F-3.png,M06__F-3_1_1258,,Tissue,Polygon,3085.1,4276.2,0.8842,342.1889,67.8167,0.935,1.0,24.2112,18.6904,0.2245,0.227,0.0498,0.3543,0.0517,0.5402,0.5315,0.3106,1.3317,0.147,7,38.8225,34.3347,63.7664,22.1155,489.8857,686.3621,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.50143474,Others
M06__F-3.png,M06__F-3_1_4698,,Tissue,Polygon,4170.6,2950.4,0.884,421.6837,74.3922,0.9575,1.0,26.2182,20.7844,0.1165,0.1184,-0.0388,0.2396,0.0528,0.5395,0.511,0.2626,1.2154,0.1496,7,41.0911,41.8395,54.2282,28.865,536.0066,744.9644,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.46114755,Others
M06__F-3.png,M06__F-3_1_2182,,Tissue,Polygon,2566.6,4049.1,0.8838,226.8815,56.059,0.9072,1.0,21.0256,13.2709,0.3775,0.3015,0.0342,2.155,0.3102,0.1624,0.1389,-0.0514,0.8743,0.1576,11,164.7556,164.6193,204.8843,86.3848,5355.6279,15060.5615,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.967929,Neutrophil
M06__F-3.png,M06__F-3_1_61,,Tissue,Polygon,2593.3,2363.4,0.8837,191.7598,49.4751,0.9844,1.0,16.3501,15.0153,0.5025,0.5214,0.1511,0.8593,0.1488,0.4087,0.3983,0.2301,0.8678,0.1015,8,57.8,35.823,129.2625,16.2329,1086.4811,3851.4617,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.54473466,Others
M06__F-3.png,M06__F-3_1_2739,,Tissue,Polygon,399.86,3761.8,0.8833,187.4232,50.0567,0.94,1.0,18.207,13.4802,0.4596,0.4568,0.1715,0.7459,0.1203,0.5617,0.479,0.2708,1.8318,0.272,4,26.5875,22.5183,44.2102,17.1033,274.2736,314.4633,0.6563,158.0531,47.9785,0.7807,0.9656,18.8432,10.3403,0.3392,0.3162,0.065,0.7862,0.1595,0.3742,0.3417,0.0759,0.9854,0.1745,5.9897,57.2704,48.6057,115.661,20.2294,1679.3459,5778.1431,5828,0.9576618,Lymphocyte
