Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__A-3.png,M06__A-3_1_1050,,Tissue,Polygon,3111.8,929.25,0.9023,366.3756,69.4866,0.9535,1.0,25.1158,18.7765,0.1698,0.1684,0.029,0.2891,0.0517,0.0747,0.0749,0.0209,0.1379,0.0234,5,67.9562,81.2347,97.9954,30.3504,1523.9839,2508.0049,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.6971468,Others
M06__A-3.png,M06__A-3_1_3411,,Tissue,Polygon,2949.6,4685.1,0.8927,441.2751,75.2548,0.9792,1.0,25.7694,22.4482,0.117,0.1119,0.0182,0.3514,0.049,0.0936,0.0817,0.0167,0.2783,0.054,5,47.3083,47.9208,65.6688,28.6215,1010.1112,1704.4399,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.49265772,Others
M06__A-3.png,M06__A-3_1_426,,Tissue,Polygon,3589.0,4045.2,0.886,506.2383,82.6711,0.9308,0.9952,30.5677,21.5491,0.1819,0.1854,0.0015,0.3451,0.0596,0.1523,0.1486,0.0427,0.2632,0.034,5,66.256,57.3391,117.2385,36.5004,1768.5894,2610.7673,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.5660969,Others
M06__A-3.png,M06__A-3_1_1728,,Tissue,Polygon,2850.9,90.28,0.8858,398.6079,74.0399,0.9137,0.9997,27.471,18.2854,0.1462,0.1453,0.0492,0.3041,0.0442,0.0967,0.089,0.0204,0.2304,0.0377,7,53.5822,55.2972,72.969,33.7674,999.7607,1985.3545,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.5613683,Others
M06__A-3.png,M06__A-3_1_3759,,Tissue,Polygon,2926.9,751.16,0.8775,472.6842,78.3655,0.9672,1.0,27.2941,22.0298,0.1048,0.1019,0.0503,0.2126,0.0215,0.0522,0.0515,0.0148,0.1071,0.0155,6,68.2006,64.3398,96.8589,38.6725,1850.2964,3108.4883,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.9715076,Macrophage
M06__A-3.png,M06__A-3_1_113,,Tissue,Polygon,3645.9,4000.3,0.877,365.0034,70.1206,0.9329,1.0,25.78,18.5317,0.1339,0.1344,0.0202,0.2242,0.038,0.1334,0.1399,0.0584,0.1928,0.0317,5,36.7976,33.6489,48.2352,29.5905,581.7566,778.0063,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.62695146,Others
M06__A-3.png,M06__A-3_1_4641,,Tissue,Polygon,1248.7,2324.6,0.8757,266.0319,58.6366,0.9723,1.0,20.4553,16.9005,0.125,0.1211,0.0311,0.2381,0.0392,0.0863,0.0874,0.0185,0.1543,0.0245,5,51.7989,56.1866,70.9356,29.9697,832.3384,1992.7349,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.89335567,Lymphocyte
M06__A-3.png,M06__A-3_1_25,,Tissue,Polygon,1712.3,2330.3,0.8741,303.5815,62.2813,0.9835,1.0,20.5996,18.956,0.1338,0.1285,0.0754,0.2801,0.0315,0.0661,0.0655,0.0173,0.1347,0.0298,7,62.9941,32.4581,137.8549,24.4391,1727.979,7767.9648,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.4136739,Others
M06__A-3.png,M06__A-3_1_1956,,Tissue,Polygon,1237.9,2727.5,0.8714,213.3639,52.6942,0.9656,1.0,18.4316,15.3316,0.1581,0.155,0.0587,0.2616,0.0392,0.0615,0.0608,0.0099,0.1179,0.0228,6,57.8547,53.9991,93.3612,20.6341,1333.7253,3847.0991,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.71351194,Others
M06__A-3.png,M06__A-3_1_1643,,Tissue,Polygon,2787.7,3721.2,0.8712,283.0812,63.1793,0.8912,0.9957,22.7688,16.9624,0.1118,0.1124,-0.0089,0.2371,0.0389,0.1343,0.1384,0.0234,0.2451,0.0311,5,54.9084,45.5613,78.2958,36.4319,1232.2222,1932.3943,0.5812,191.1905,50.4806,0.794,0.9694,19.6008,11.2518,0.1418,0.1308,0.0463,0.3157,0.0592,0.0911,0.0874,0.0117,0.2048,0.0384,5.9797,76.6301,73.667,129.0383,31.1869,2297.5508,5188.5493,5519,0.45704916,Others
