Image,Name,Class,Parent,ROI,Centroid X px,Centroid Y px,Detection probability,Area px^2,Length px,Circularity,Solidity,Max diameter px,Min diameter px,Hematoxylin: Mean,Hematoxylin: Median,Hematoxylin: Min,Hematoxylin: Max,Hematoxylin: Std.Dev.,Eosin: Mean,Eosin: Median,Eosin: Min,Eosin: Max,Eosin: Std.Dev.,Delaunay: Num neighbors,Delaunay: Mean distance,Delaunay: Median distance,Delaunay: Max distance,Delaunay: Min distance,Delaunay: Mean triangle area,Delaunay: Max triangle area,Cluster mean: Detection probability,Cluster mean: Area px^2,Cluster mean: Length px,Cluster mean: Circularity,Cluster mean: Solidity,Cluster mean: Max diameter px,Cluster mean: Min diameter px,Cluster mean: Hematoxylin: Mean,Cluster mean: Hematoxylin: Median,Cluster mean: Hematoxylin: Min,Cluster mean: Hematoxylin: Max,Cluster mean: Hematoxylin: Std.Dev.,Cluster mean: Eosin: Mean,Cluster mean: Eosin: Median,Cluster mean: Eosin: Min,Cluster mean: Eosin: Max,Cluster mean: Eosin: Std.Dev.,Cluster mean: Delaunay: Num neighbors,Cluster mean: Delaunay: Mean distance,Cluster mean: Delaunay: Median distance,Cluster mean: Delaunay: Max distance,Cluster mean: Delaunay: Min distance,Cluster mean: Delaunay: Mean triangle area,Cluster mean: Delaunay: Max triangle area,Cluster size,Max Prediction Probability,Class Type
M06__F-13.png,M06__F-13_1_3673,,Tissue,Polygon,4646.3,5157.8,0.8931,197.9891,50.6043,0.9716,1.0,16.8858,14.6152,0.7266,0.7121,0.0368,2.9769,0.4683,0.5481,0.4784,-0.0441,1.8477,0.4545,11,245.885,129.9099,839.531,74.2759,1806.5222,4460.8052,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9978027,Lymphocyte
M06__F-13.png,M06__F-13_1_5419,,Tissue,Polygon,445.86,3041.3,0.8925,389.565,73.4242,0.9081,0.9928,26.6308,20.1614,1.0225,1.0633,0.1374,3.9994,0.4558,0.3134,0.3336,-0.638,0.7833,0.164,5,46.9637,57.949,69.488,15.6237,802.3955,1809.8622,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9589394,Macrophage
M06__F-13.png,M06__F-13_1_741,,Tissue,Polygon,4203.2,2977.8,0.8903,457.8377,79.089,0.9198,1.0,29.6177,19.3146,0.3886,0.3886,-0.0044,0.7438,0.1528,0.512,0.4848,0.0048,1.7407,0.2512,7,76.1305,82.8511,95.5894,43.1803,2205.209,3697.6646,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.65077037,Others
M06__F-13.png,M06__F-13_1_4003,,Tissue,Polygon,2884.0,4519.6,0.8885,162.1891,46.2096,0.9545,1.0,16.4969,12.9327,0.5471,0.5524,0.0112,1.2128,0.2058,0.7292,0.5477,0.0631,1.82,0.4806,6,58.0796,57.6324,80.2988,35.7197,1350.8961,2546.6909,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9262411,Lymphocyte
M06__F-13.png,M06__F-13_1_3759,,Tissue,Polygon,3370.7,4833.1,0.8871,178.565,48.719,0.9454,1.0,16.9462,13.55,0.5154,0.5251,0.101,1.0279,0.1618,0.4501,0.4373,0.035,1.4947,0.2022,6,43.0622,44.9205,56.6438,28.0355,778.7489,1408.026,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9256405,Lymphocyte
M06__F-13.png,M06__F-13_1_1910,,Tissue,Polygon,707.39,4064.8,0.8858,194.1955,50.3183,0.9638,1.0,17.3351,14.5093,0.4408,0.4232,0.0791,1.131,0.1813,0.1699,0.1328,0.0068,0.8775,0.1316,6,53.6355,59.3581,78.1991,26.9229,1144.6567,2030.3181,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9942644,Lymphocyte
M06__F-13.png,M06__F-13_1_8698,,Tissue,Polygon,4455.5,4551.8,0.885,89.3247,34.5268,0.9416,1.0,12.1512,9.6969,0.5257,0.5455,0.0373,1.3999,0.2372,0.7869,0.5747,0.0947,1.8196,0.528,4,26.6789,25.4409,36.5023,19.3314,261.446,279.3162,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.96652234,Lymphocyte
M06__F-13.png,M06__F-13_1_1285,,Tissue,Polygon,2093.6,1078.2,0.885,281.5535,60.2218,0.9756,1.0,20.3998,18.2291,0.3103,0.2923,0.0783,0.6763,0.1023,0.3388,0.299,0.0694,1.3413,0.1772,8,58.6727,50.8619,93.2694,33.0946,1099.7854,2470.6716,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.8428623,Lymphocyte
M06__F-13.png,M06__F-13_1_1746,,Tissue,Polygon,1603.7,2926.6,0.8841,182.7093,49.3384,0.9432,1.0,17.2341,13.986,0.6006,0.6306,0.0892,1.1704,0.2319,0.7855,0.6633,0.0823,1.8066,0.4335,6,44.027,43.6943,56.472,30.2707,785.4378,1539.3636,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.99777585,Lymphocyte
M06__F-13.png,M06__F-13_1_1776,,Tissue,Polygon,3414.3,449.65,0.8823,240.0291,56.1999,0.955,1.0,20.2527,15.6284,0.4287,0.3802,0.0476,1.139,0.2423,0.4322,0.3165,0.0589,1.7684,0.3563,5,57.7697,48.2802,90.917,28.3773,1207.8607,1790.222,0.673,156.6094,47.7936,0.8033,0.975,18.694,10.4979,0.3071,0.2894,0.0555,0.7308,0.1389,0.3355,0.2907,0.0608,1.0332,0.1921,5.9878,56.2435,53.886,92.5041,25.342,1256.5961,2775.0203,9216,0.9999697,Lymphocyte
